Task HumanEval/0 gened 77 testcases, 40 of them is correct, pass rate is 0.5194805194805194
Task HumanEval/34 gened 65 testcases, 38 of them is correct, pass rate is 0.5846153846153846
Task HumanEval/35 gened 110 testcases, 75 of them is correct, pass rate is 0.6818181818181818
Task HumanEval/36 gened 110 testcases, 28 of them is correct, pass rate is 0.2545454545454545
Task HumanEval/37 gened 92 testcases, 33 of them is correct, pass rate is 0.358695652173913
Task HumanEval/38 gened 110 testcases, 1 of them is correct, pass rate is 0.00909090909090909
Task HumanEval/39 gened 5 testcases, 5 of them is correct, pass rate is 1.0
Task HumanEval/40 gened 110 testcases, 87 of them is correct, pass rate is 0.7909090909090909
Task HumanEval/41 gened 55 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/42 gened 51 testcases, 13 of them is correct, pass rate is 0.2549019607843137
Task HumanEval/43 gened 81 testcases, 57 of them is correct, pass rate is 0.7037037037037037
Task HumanEval/44 gened 110 testcases, 13 of them is correct, pass rate is 0.11818181818181818
Task HumanEval/45 gened 110 testcases, 17 of them is correct, pass rate is 0.15454545454545454
Task HumanEval/46 gened 15 testcases, 8 of them is correct, pass rate is 0.5333333333333333
Task HumanEval/47 gened 110 testcases, 30 of them is correct, pass rate is 0.2727272727272727
Task HumanEval/48 gened 110 testcases, 56 of them is correct, pass rate is 0.509090909090909
Task HumanEval/49 gened 110 testcases, 22 of them is correct, pass rate is 0.2
Task HumanEval/50 gened 110 testcases, 1 of them is correct, pass rate is 0.00909090909090909
Task HumanEval/51 gened 100 testcases, 18 of them is correct, pass rate is 0.18
Task HumanEval/52 gened 110 testcases, 48 of them is correct, pass rate is 0.43636363636363634
Task HumanEval/53 gened 110 testcases, 90 of them is correct, pass rate is 0.8181818181818182
Task HumanEval/54 gened 27 testcases, 18 of them is correct, pass rate is 0.6666666666666666
Task HumanEval/55 gened 59 testcases, 12 of them is correct, pass rate is 0.2033898305084746
Task HumanEval/56 gened 99 testcases, 42 of them is correct, pass rate is 0.42424242424242425
Task HumanEval/57 gened 110 testcases, 68 of them is correct, pass rate is 0.6181818181818182
Task HumanEval/58 gened 110 testcases, 8 of them is correct, pass rate is 0.07272727272727272
Task HumanEval/59 gened 110 testcases, 22 of them is correct, pass rate is 0.2
Task HumanEval/60 gened 25 testcases, 8 of them is correct, pass rate is 0.32
Task HumanEval/61 gened 102 testcases, 50 of them is correct, pass rate is 0.49019607843137253
Task HumanEval/62 gened 110 testcases, 7 of them is correct, pass rate is 0.06363636363636363
Task HumanEval/63 gened 11 testcases, 5 of them is correct, pass rate is 0.45454545454545453
Task HumanEval/64 gened 110 testcases, 40 of them is correct, pass rate is 0.36363636363636365
Task HumanEval/65 gened 23 testcases, 2 of them is correct, pass rate is 0.08695652173913043
Task HumanEval/66 gened 110 testcases, 28 of them is correct, pass rate is 0.2545454545454545
Task HumanEval/67 gened 4 testcases, 4 of them is correct, pass rate is 1.0
Task HumanEval/68 gened 110 testcases, 24 of them is correct, pass rate is 0.21818181818181817
Task HumanEval/69 gened 78 testcases, 52 of them is correct, pass rate is 0.6666666666666666
Task HumanEval/70 gened 59 testcases, 9 of them is correct, pass rate is 0.15254237288135594
Task HumanEval/71 gened 110 testcases, 42 of them is correct, pass rate is 0.38181818181818183
Task HumanEval/72 gened 4 testcases, 4 of them is correct, pass rate is 1.0
Task HumanEval/73 gened 110 testcases, 38 of them is correct, pass rate is 0.34545454545454546
Task HumanEval/74 gened 110 testcases, 74 of them is correct, pass rate is 0.6727272727272727
Task HumanEval/75 gened 104 testcases, 62 of them is correct, pass rate is 0.5961538461538461
Task HumanEval/76 gened 59 testcases, 41 of them is correct, pass rate is 0.6949152542372882
Task HumanEval/77 gened 41 testcases, 31 of them is correct, pass rate is 0.7560975609756098
Task HumanEval/78 gened 110 testcases, 41 of them is correct, pass rate is 0.37272727272727274
Task HumanEval/79 gened 110 testcases, 3 of them is correct, pass rate is 0.02727272727272727
Task HumanEval/80 gened 7 testcases, 7 of them is correct, pass rate is 1.0
Task HumanEval/81 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/82 gened 110 testcases, 48 of them is correct, pass rate is 0.43636363636363634
Task HumanEval/83 gened 69 testcases, 1 of them is correct, pass rate is 0.014492753623188406
Task HumanEval/84 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/85 gened 110 testcases, 12 of them is correct, pass rate is 0.10909090909090909
Task HumanEval/86 gened 110 testcases, 7 of them is correct, pass rate is 0.06363636363636363
Task HumanEval/87 gened 27 testcases, 3 of them is correct, pass rate is 0.1111111111111111
Task HumanEval/88 gened 110 testcases, 40 of them is correct, pass rate is 0.36363636363636365
Task HumanEval/89 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/90 gened 51 testcases, 11 of them is correct, pass rate is 0.21568627450980393
Task HumanEval/91 gened 110 testcases, 81 of them is correct, pass rate is 0.7363636363636363
Task HumanEval/92 gened 17 testcases, 11 of them is correct, pass rate is 0.6470588235294118
Task HumanEval/93 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/94 gened 29 testcases, 15 of them is correct, pass rate is 0.5172413793103449
Task HumanEval/95 gened 110 testcases, 45 of them is correct, pass rate is 0.4090909090909091
Task HumanEval/96 gened 22 testcases, 6 of them is correct, pass rate is 0.2727272727272727
Task HumanEval/97 gened 110 testcases, 20 of them is correct, pass rate is 0.18181818181818182
Task HumanEval/98 gened 110 testcases, 48 of them is correct, pass rate is 0.43636363636363634
Task HumanEval/99 gened 110 testcases, 85 of them is correct, pass rate is 0.7727272727272727
Task HumanEval/100 gened 17 testcases, 1 of them is correct, pass rate is 0.058823529411764705
Task HumanEval/101 gened 110 testcases, 51 of them is correct, pass rate is 0.4636363636363636
Task HumanEval/102 gened 110 testcases, 41 of them is correct, pass rate is 0.37272727272727274
Task HumanEval/103 gened 110 testcases, 10 of them is correct, pass rate is 0.09090909090909091
Task HumanEval/104 gened 110 testcases, 26 of them is correct, pass rate is 0.23636363636363636
Task HumanEval/105 gened 110 testcases, 10 of them is correct, pass rate is 0.09090909090909091
Task HumanEval/106 gened 43 testcases, 10 of them is correct, pass rate is 0.23255813953488372
Task HumanEval/107 gened 76 testcases, 2 of them is correct, pass rate is 0.02631578947368421
Task HumanEval/108 gened 110 testcases, 41 of them is correct, pass rate is 0.37272727272727274
Task HumanEval/109 gened 110 testcases, 31 of them is correct, pass rate is 0.2818181818181818
Task HumanEval/110 gened 110 testcases, 57 of them is correct, pass rate is 0.5181818181818182
Task HumanEval/111 gened 110 testcases, 8 of them is correct, pass rate is 0.07272727272727272
Task HumanEval/112 gened 110 testcases, 11 of them is correct, pass rate is 0.1
Task HumanEval/113 gened 110 testcases, 1 of them is correct, pass rate is 0.00909090909090909
Task HumanEval/114 gened 110 testcases, 18 of them is correct, pass rate is 0.16363636363636364
Task HumanEval/115 gened 110 testcases, 29 of them is correct, pass rate is 0.2636363636363636
Task HumanEval/116 gened 110 testcases, 18 of them is correct, pass rate is 0.16363636363636364
Task HumanEval/117 gened 110 testcases, 43 of them is correct, pass rate is 0.39090909090909093
Task HumanEval/118 gened 110 testcases, 36 of them is correct, pass rate is 0.32727272727272727
Task HumanEval/119 gened 89 testcases, 16 of them is correct, pass rate is 0.1797752808988764
Task HumanEval/120 gened 110 testcases, 31 of them is correct, pass rate is 0.2818181818181818
Task HumanEval/121 gened 110 testcases, 9 of them is correct, pass rate is 0.08181818181818182
Task HumanEval/122 gened 110 testcases, 9 of them is correct, pass rate is 0.08181818181818182
Task HumanEval/123 gened 96 testcases, 7 of them is correct, pass rate is 0.07291666666666667
Task HumanEval/124 gened 110 testcases, 64 of them is correct, pass rate is 0.5818181818181818
Task HumanEval/136 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/137 gened 20 testcases, 13 of them is correct, pass rate is 0.65
Task HumanEval/138 gened 9 testcases, 5 of them is correct, pass rate is 0.5555555555555556
Task HumanEval/139 gened 24 testcases, 5 of them is correct, pass rate is 0.20833333333333334
Task HumanEval/140 gened 110 testcases, 18 of them is correct, pass rate is 0.16363636363636364
Task HumanEval/141 gened 110 testcases, 85 of them is correct, pass rate is 0.7727272727272727
Task HumanEval/142 gened 56 testcases, 6 of them is correct, pass rate is 0.10714285714285714
Task HumanEval/143 gened 110 testcases, 5 of them is correct, pass rate is 0.045454545454545456
Task HumanEval/144 gened 110 testcases, 72 of them is correct, pass rate is 0.6545454545454545
Task HumanEval/145 gened 110 testcases, 34 of them is correct, pass rate is 0.3090909090909091
Task HumanEval/146 gened 110 testcases, 53 of them is correct, pass rate is 0.4818181818181818
Task HumanEval/147 gened 30 testcases, 3 of them is correct, pass rate is 0.1
Task HumanEval/148 gened 87 testcases, 46 of them is correct, pass rate is 0.5287356321839081
Task HumanEval/149 gened 110 testcases, 4 of them is correct, pass rate is 0.03636363636363636
Task HumanEval/150 gened 110 testcases, 53 of them is correct, pass rate is 0.4818181818181818
Task HumanEval/151 gened 95 testcases, 25 of them is correct, pass rate is 0.2631578947368421
Task HumanEval/152 gened 110 testcases, 17 of them is correct, pass rate is 0.15454545454545454
Task HumanEval/153 gened 110 testcases, 51 of them is correct, pass rate is 0.4636363636363636
Task HumanEval/154 gened 110 testcases, 25 of them is correct, pass rate is 0.22727272727272727
Task HumanEval/155 gened 110 testcases, 13 of them is correct, pass rate is 0.11818181818181818
Task HumanEval/156 gened 110 testcases, 39 of them is correct, pass rate is 0.35454545454545455
Task HumanEval/157 gened 110 testcases, 79 of them is correct, pass rate is 0.7181818181818181
Task HumanEval/158 gened 110 testcases, 24 of them is correct, pass rate is 0.21818181818181817
Task HumanEval/159 gened 110 testcases, 14 of them is correct, pass rate is 0.12727272727272726
Task HumanEval/1 gened 110 testcases, 3 of them is correct, pass rate is 0.02727272727272727
Task HumanEval/3 gened 105 testcases, 73 of them is correct, pass rate is 0.6952380952380952
Task HumanEval/125 gened 110 testcases, 59 of them is correct, pass rate is 0.5363636363636364
Task HumanEval/126 gened 20 testcases, 17 of them is correct, pass rate is 0.85
Task HumanEval/127 gened 69 testcases, 63 of them is correct, pass rate is 0.9130434782608695
Task HumanEval/128 gened 3 testcases, 3 of them is correct, pass rate is 1.0
Task HumanEval/129 gened 80 testcases, 18 of them is correct, pass rate is 0.225
Task HumanEval/130 gened 13 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/131 gened 110 testcases, 14 of them is correct, pass rate is 0.12727272727272726
Task HumanEval/132 gened 80 testcases, 57 of them is correct, pass rate is 0.7125
Task HumanEval/133 gened 33 testcases, 6 of them is correct, pass rate is 0.18181818181818182
Task HumanEval/134 gened 110 testcases, 32 of them is correct, pass rate is 0.2909090909090909
Task HumanEval/135 gened 110 testcases, 21 of them is correct, pass rate is 0.19090909090909092
Task HumanEval/160 gened 110 testcases, 15 of them is correct, pass rate is 0.13636363636363635
Task HumanEval/161 gened 110 testcases, 15 of them is correct, pass rate is 0.13636363636363635
Task HumanEval/162 gened 110 testcases, 6 of them is correct, pass rate is 0.05454545454545454
Task HumanEval/163 gened 101 testcases, 35 of them is correct, pass rate is 0.3465346534653465
mean pass rate is 0.3289765308408361, max pass rate is 1.0, min pass rate is 0.0, all true is 5
------------------------no filter------------------------
Task HumanEval/0 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/2 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/4 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/5 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/6 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/7 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/8 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/9 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/10 gened 0 testcases, 0 of them is correct, pass rate is 0
Task HumanEval/11 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/12 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/13 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/14 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/15 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/16 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/17 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/18 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/19 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/20 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/21 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/22 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/23 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/24 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/25 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/26 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/27 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/28 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/29 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/30 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/31 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/32 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/33 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/34 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/35 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/36 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/37 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/38 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/39 gened 5 testcases, 5 of them is correct, pass rate is 1.0
Task HumanEval/40 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/41 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/42 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/43 gened 10 testcases, 9 of them is correct, pass rate is 0.9
Task HumanEval/44 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/45 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/46 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/47 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/48 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/49 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/50 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/51 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/52 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/53 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/54 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/55 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/56 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/57 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/58 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/59 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/60 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/61 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/62 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/63 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/64 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/65 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/66 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/67 gened 4 testcases, 4 of them is correct, pass rate is 1.0
Task HumanEval/68 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/69 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/70 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/71 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/72 gened 4 testcases, 4 of them is correct, pass rate is 1.0
Task HumanEval/73 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/74 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/75 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/76 gened 10 testcases, 9 of them is correct, pass rate is 0.9
Task HumanEval/77 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/78 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/79 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/80 gened 7 testcases, 7 of them is correct, pass rate is 1.0
Task HumanEval/81 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/82 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/83 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/84 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/85 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/86 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/87 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/88 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/89 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/90 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/91 gened 10 testcases, 9 of them is correct, pass rate is 0.9
Task HumanEval/92 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/93 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/94 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/95 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/96 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/97 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/98 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/99 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/100 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/101 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/102 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/103 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/104 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/105 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/106 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/107 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/108 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/109 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/110 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/111 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/112 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/113 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/114 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/115 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/116 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/117 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/118 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/119 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/120 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/121 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/122 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/123 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/124 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/136 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/137 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/138 gened 9 testcases, 5 of them is correct, pass rate is 0.5555555555555556
Task HumanEval/139 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/140 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/141 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/142 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/143 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/144 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/145 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/146 gened 10 testcases, 6 of them is correct, pass rate is 0.6
Task HumanEval/147 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/148 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/149 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/150 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/151 gened 10 testcases, 4 of them is correct, pass rate is 0.4
Task HumanEval/152 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/153 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/154 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/155 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/156 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/157 gened 10 testcases, 9 of them is correct, pass rate is 0.9
Task HumanEval/158 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/159 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/1 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/3 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/125 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/126 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/127 gened 10 testcases, 8 of them is correct, pass rate is 0.8
Task HumanEval/128 gened 3 testcases, 3 of them is correct, pass rate is 1.0
Task HumanEval/129 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/130 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/131 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/132 gened 10 testcases, 7 of them is correct, pass rate is 0.7
Task HumanEval/133 gened 10 testcases, 5 of them is correct, pass rate is 0.5
Task HumanEval/134 gened 10 testcases, 3 of them is correct, pass rate is 0.3
Task HumanEval/135 gened 10 testcases, 2 of them is correct, pass rate is 0.2
Task HumanEval/160 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/161 gened 10 testcases, 1 of them is correct, pass rate is 0.1
Task HumanEval/162 gened 10 testcases, 0 of them is correct, pass rate is 0.0
Task HumanEval/163 gened 10 testcases, 1 of them is correct, pass rate is 0.1
mean pass rate is 0.33631436314363145, max pass rate is 1.0, min pass rate is 0.0, all true is 5
-----------------------filter-------------------------
 cir 0 mean pass rate is 0.9827235772357725, max pass rate is 1.0, min pass rate is 0.0, all true is 160
 cir 1 mean pass rate is 0.9778645833333333, max pass rate is 1.0, min pass rate is 0.0, all true is 124
 cir 2 mean pass rate is 0.7702702702702703, max pass rate is 1.0, min pass rate is 0.0, all true is 59
 cir 3 mean pass rate is 0.7197802197802198, max pass rate is 1.0, min pass rate is 0.1, all true is 36
 cir 4 mean pass rate is 0.708433734939759, max pass rate is 1.0, min pass rate is 0.1, all true is 32
 cir 5 mean pass rate is 0.6925000000000001, max pass rate is 1.0, min pass rate is 0.1, all true is 28
 cir 6 mean pass rate is 0.6923076923076922, max pass rate is 1.0, min pass rate is 0.1, all true is 26
 cir 7 mean pass rate is 0.6947368421052631, max pass rate is 1.0, min pass rate is 0.1, all true is 26
 cir 8 mean pass rate is 0.6946666666666665, max pass rate is 1.0, min pass rate is 0.1, all true is 27
 cir 9 mean pass rate is 0.6851351351351351, max pass rate is 1.0, min pass rate is 0.1, all true is 25
 cir 10 mean pass rate is 0.6864864864864865, max pass rate is 1.0, min pass rate is 0.1, all true is 25
